Id,Name,Language,keywords
1098870,battle at alcatraz: a desperate attempt to escape the rock,eng, ernest_b._lageson_jr. addicus_books alcatraz prisoners inmates hostages prisons
1056048,elder care made easier: doctor marion's 10 steps to help you care for an aging loved one,eng, marion_somers addicus_books elderly geriatric caregiver caring aging
1038988,"soft computing and intelligent systems design: theory, tools and applications",eng, fakhreddine_o._karray addison_wesley_longman softcomputing ai biology computing systems
1030775,data structures & other objects using java,eng, michael_g._main addison_wesley_longman java programming programmers classes implementation
1073134,a guide to db2,eng, c.j._date addison_wesley_longman db2 databases drda ibm distributed
1037847,practicing physics for conceptual physics,eng, paul_g._hewitt addison_wesley_longman workbook text tone tutorial intriguing
1006797,look ahead 2 workbook,eng, carolyn_jones addison_wesley_longman classroom examinations learners longman cambridge
1093072,supplement: university physics with modern physics - university physics with modern physics with mas,eng, hugh_d._young addison_wesley_longman 3d visual vector physics colors
1008957,the malcolm baldrige national quality award,eng, maureen_s._heaphy addison_wesley_longman baldrige quality criteria improvement award
1006800,look ahead upper intermediate student's book,eng, jon_naunton addison_wesley_longman classroom examinations learners longman cambridge
1042226,red-listed: haunted by the washington witch hunt,eng, selma_r._williams addison_wesley_publishing_company mccarthyism communists stories hysteria accused
1021862,king arthur and the knights of the round table,eng, d.k._swan addison_wesley_publishing_company literature books fiction childrens stories
1004173,the swiss family robinson,eng, madeleine_du_vivier addison_wesley_publishing_company penguin island rescued children family
1083109,multinational business finance,eng, david_k._eiteman addison_wesley_publishing_company multinational finance markets enterprises managers
1020744,ways of sunlight,eng, sam_selvon addison_wesley_publishing_company masterstoryteller village canecutters gossip washerwomen
1053987,the partner,eng, jacqueline_kehl addison_wesley_publishing_company grisham lanigan penguin thriller genre
1039526,extended prelude to programming: concepts & design,eng, stewart_venit addison_wesley_publishing_company programming framework core languageindependent students
1054048,a time to kill,eng, christopher_tribble addison_wesley_publishing_company lee violence raped lawyer mississippi
1060863,hands-on microsoft access: a practical guide to improving your access skills,eng, bob_schneider addison_wesley_publishing_company macs apple ibooks mac imacs
1031505,gucci: business in fashion,eng, paola_trimarco addison_wesley_publishing_company penguin readers level
1041929,university calculus,eng, joel_r._hass addison_wesley_publishing_company calculus semester multivariable thomas collegelevel
1042467,latin for the 21st century: from concept to classroom,eng, richard_a._lafleur addison_wesley_publishing_company latin teaching instructional study educational
1042468,latin poetry: for the beginning student,eng, richard_a._lafleur addison_wesley_publishing_company poetry latin students reader sampling
1032732,the c++ programming language,eng, bjarne_stroustrup addison_wesley_publishing_company programming programmers programmer projectsc language
1032758,the practice of programming (addison-wesley professional computing series),eng, brian_w._kernighan addison-wesley programming programmers unix productive rob
1014073,understanding and deploying ldap directory services,eng, timothy_a._howes addison-wesley_longman ldap directory services projects maintain
1035377,software craftsmanship: the new imperative,en-US, pete_mcbreen addison-wesley_professional craftsmanship carpenter programmers programmer craft
1046330,"the latex companions third revised boxed set: a complete guide and reference for preparing, illustrating and publishing technical documents",eng, michel_goossens addison-wesley_professional latexs latex typesetting guide books
1010136,eclipse web tools platform: developing java web applications,eng, naci_dai addison-wesley_professional wtp javabased wsdl java jdbc
1037397,succeeding with soa: realizing business value through total architecture,eng, paul_c._brown addison-wesley_professional enterprise organizational architectural architectureand soas
1082069,dust or magic,eng, bob___hughes addison-wesley_professional multimedia creativity creative artists designing
1078451,effective visual basic: how to improve your vb/com+ applications,eng, joe_hummel addison-wesley_professional vb vb6 vbnet visual programming
1069673,extrusion detection: security monitoring for internal intrusions,eng, richard_bejtlich addison-wesley_professional security attacks attackstodays monitoring protect
1027734,"visual basic .net developer's guide to asp .net, xml and ado.net",eng, jeffrey_p._mcmanus addison-wesley_professional developersaspnet net web services xml
1069710,hack i.t. - security through penetration testing,eng, t.j._klevinsky addison-wesley_professional learning learnt grammar french vocabulary
1069724,secure coding in c and c++,eng, robert_c._seacord addison-wesley_professional vulnerabilities certccs certcc security vulnerabilitiesavoid
1010277,the common language infrastructure annotated standard,eng, jim__miller addison-wesley_professional cli specification clr standard common
1069841,ldap directories explained: an introduction and analysis,eng, brian_arkills addison-wesley_professional ldap directory directories protocols easytoreference
1075562,the tuxedo system: software for constructing and managing distributed business applications,eng, juan_m._andrade addison-wesley_professional tuxedos tuxedo systems architectural machine
1039400,data resource quality: turning bad habits into good practices,eng, michael_h._brackett addison-wesley_professional ebusiness data productivity organisations businesses
1049896,writing better requirements,eng, ian_f._alexander addison-wesley_professional requirements wellwritten write systems book
1007058,applying use case driven object modeling with uml: an annotated e-commerce example,eng, doug_rosenberg addison-wesley_professional ecommerce modeling workbook uml application
1057827,the ace programmer's guide: practical design patterns for network and systems programming,eng, stephen_d._huston addison-wesley_professional ace middleware framework networked frameworks
1069845,ldap programming with java,eng, rob_weltman addison-wesley_professional ldap java directorybased javatm directory
1097986,practical guide to testing object-oriented software,eng, john_d._mcgregor addison-wesley_professional testing test software inspections objectoriented
1043684,opengl superbible: comprehensive tutorial and reference,en-GB, richard_s._wright_jr. addison-wesley_professional opengl opengls books shaders graphics
1043212,pcmcia system architecture: 16-bit pc cards,eng, don_anderson addison-wesley_professional pcmcia hardware slots pcs card
1028412,adobe photoshop: a visual guide for the mac,eng, bert_monroy addison-wesley_professional photoshop photoshops design beginners guide
1013075,clinker boatbuilding,eng, john_leather adlard_coles rowing sailing boats clinker construction
1044580,yachting monthly's sailing an atl,eng, alastair__buchan adlard_coles sailing cruise sailors aboard atlantic
1076624,cruising under sail,eng, eric_c._hiscock adlard_coles cruising beginner book practical enjoyed
1021854,"atlantic crossing guide, 5th edition",eng, anne_hammick adlard_coles_nautical atlantic landfalls landfall navigation planning
1035489,all i could do was love you: the true story of a daughter's courage and a mother's devotion,eng, marlys_lehmann adler_&_adler_publishers alison amputated accident marlys grief
1042763,"life, love and assimilation",eng, kia_abdullah adlibbed_ltd kieran ali asian cultures gender
1081002,internet publishing with acrobat: a comprehensive reference for creating and integrating pdf files with html on the internet or intranets,eng, gordon___kent adobe_press pdf acrobat acrobats adobe adobes
1085730,ai-land chronicles book of the second revolution,eng, d.j._milky adult ailand edwin ais princess prophet
1099479,demon city hunter volume 2,eng, hideyuki_kikuchi adv_manga battle nenpo evil martial fight
1040268,show me the proof!: tools and strategies to make data work for you,eng, stephen_h._white advanced_learning_press principals assessment educators superintendents teachers
1028313,what's wrong with my snake?: a user-friendly home medical reference manual,eng, john_rossi advanced_vivarium_systems snakes snake rodent cage feeding
1013546,at the stroke of midnight,eng, john_k._butler adventure_house chandler chandlers raymond butler novels
1028133,when i'm an old man i'll wear mixed plaids,eng, jerry_atrick adventure_publications old growing curmudgeons teeth readers
1069396,birds of minnesota field guide,en-US, stan_tekiela adventure_publications birds bird minnesota yellow species
1067868,butterflies of florida field guide,eng, jaret_c._daniels adventure_publications butterflies butterfly florida species blue
1065110,birds of tennessee field guide,eng, stan_tekiela adventure_publications birds bird tennessee species yellow
1048844,the nearness of the way you look tonight,eng, charles_north adventures_in_poetry poet poems wit schuyler metaphysical
1090372,the dimensions of paradise: the proportions and symbolic numbers of ancient cosmology,eng, john_michell adventures_unlimited_press civilizations atlantis paradise jerusalem dimensions
1095912,"blue days, black nights: a memoir",eng, ron_nyswaner advocate_books ron poet rons nyswaner passion
1066702,"set phasers on stun: and other true tales of design, technology and human error",eng, s.m._casey aegean technological technology technologies incompatibilities devices
